אאוך: אאוכן,אאוךן
ךוור: הכוורת,הךוורת
ךוורה: הכוורת,הךוורת
ךוזבה: כוזבת,ךוזבת
ךוחותי: כוחותינו,ךוחותיןו
ךוחותין: כוחותינו,ךוחותיןו
ךוחן: כוחנו,ךוחןו
ךוךבה: הכוכבת,הךוךבת
ךולא: כולאים,ךולאים
ךוללה: הכוללת,הךוללת
ךולן: וכולנו,וךולןו
ךון: לכונן,לךוןן
ךוןןה: לכוננות,ךוןןות
ךוסה: כוסות,ךוסות
ךוסלובק: כוסלובקיה,ךוסלובקיה
ךועסה: כועסת,ךועסת
ךורותי: בכורותינו,בךורותיןו
ךורותיך: בכורותיכם,בךורותיךם
ךורותין: בכורותינו,בךורותיןו
ךורי: בכורינו,בךוריןו
ךוריך: בכוריכם,בךוריךם
ךורין: בכורינו,בךוריןו
ךורן: בכורנו,בךורןו
ךורס: הכורסה,הךורסה
ךורתך: בכורתכם,בךורתךם
ךורתן: בכורתנו,בךורתןו
ךוש: לכושים,לךושים
ךושלה: כושלת,ךושלת
ךות: בכותכם,בךותךם
ךותבה: כותבת,ךותבת
ךותך: בכותכם,בךותךם
ךותן: הכותנה,הךותןה
ךותר: כותרות,ךותרות
ךותרה: כותרות,ךותרות
ךחודשי: כחודשיים,ךחודשיים
ךחש: בהכחשה,הךחשה
ךטוב: כטובה,ךטובה
ךיא: כיאות,ךיאות
ךיאה: כיאות,ךיאות
ךיד: הכידון,הךידון
ךידה: לכידת,לךידת
ךידו: הכידון,הךידון
ךיוו: לכיוונך,לךיווןך
ךיווןה: כיוונתי,ךיווןתי
ךיווןן: לכיווננו,לךיווןןו
ךיוית: בכיותיכם,בךיותיךם
ךיותי: בכיותינו,בךיותיןו
ךיותיך: בכיותיכם,בךיותיךם
ךיותין: בכיותינו,בךיותיןו
ךיי: בכיינית,בךיין
ךייה: בכייתך,בךייתך
ךייך: בכייכם,בךייךם
ךיין: בכיינית,בךייןי
ךייןה: בכיינותה,בךייןות
ךייןות: בכיינותה,בךייןותה
ךייןותך: בכיינותכם,בךייןותךם
ךייןותן: בכיינותנו,בךייןותןו
ךייןי: בכייניים,בךייןיים
ךייןית: בכייניות,בךייןיות
ךייתך: בכייתכם,בךייתךם
ךייתן: בכייתנו,בךייתןו
ךילה: מכילות,ךילות
ךיליו: בכיליון,בךיליון
ךין: הכינה,הךיןה
ךיסאה: הכיסאות,הךיסאות
ךיסחה: כיסחת,ךיסחת
ךיסין: כיסינו,ךיסיןו
ךירותי: בכירותינו,בךירותיןו
ךירותיך: בכירותיכם,בךירותיךם
ךירותין: בכירותינו,בךירותיןו
ךירי: בכירינו,בךיריןו
ךיריך: בכיריכם,בךיריךם
ךירין: בכירינו,בךיריןו
ךירך: בכירכם,בךירךם
ךירן: בכירנו,בךירןו
ךירתך: בכירתכם,בךירתךם
ךירתן: בכירתנו,בךירתןו
ךישל: כישלונות,ךישלון
ךישלו: כישלונות,ךישלון
ךישלוןה: כישלונות,ךישלוןות
ךישר: הכשרונות,ךישרון
ךישרו: הכשרונות,ךישרון
ךישרוןה: כישרונות,ךישרוןות
ךית: בכיתת,בךיתת
ךךיס: ככיסוי,ךךיסוי
ךךיסו: ככיסוי,ךךיסוי
ךךלה: ככלות,ךךלות
ךלו: וכלום,וךלום
ךליא: הכליאה,ךליאה
ךליו: בכליון,בךליון
ךלךל: הכלכלה,הךלךלה
ךלףי: כלפינו,ךלףיןו
ךלףין: כלפינו,ךלףיןו
ךלש: כלשהן,ךלשהן
ךלשה: כלשהן,ךלשהן
ךלת: כלתך,ךלתך
ךםא: כמאה,ךםאה
ךםד: כמדומני,ךםדוםןי,ךםדום
ךםדו: כמדומני,ךםדוםןי,ךםדום
ךםדום: כמדומני,ךםדוםןי
ךםדוםן: כמדומני,ךםדוםןי
ךםוב: וכמובן,וךםובן
ךםור: כמורה,ךםורה
ךםזךר: כמזכרת,ךםזךרת
ךםזךרה: כמזכרת,ךםזךרת
ךםח: כמחווה,ךםחווה,ךםחו
ךםחו: כמחווה,ךםחווה
ךםחוו: כמחווה,ךםחווה
ךםחםא: כמחמאה,ךםחםאה
ךםטר: כמטרה,ךםטרה
ךםיש: כמישהו,ךםישהו
ךםישה: כמישהו,ךםישהו
ךםל: כמלך,ךםלך
ךםעש: כמעשה,ךםעשה
ךםק: כמקום,ךםקום
ךםקו: כמקום,ךםקום
ךםר: הכמרים,הךםרים
ךםש: כמשהו,ךםשהו
ךםשה: כמשהו,ךםשהו
ךםשםע: כמשמעו,ךםשםעו
ךםשףח: כמשפחה,ךםשףחה
ךםתו: כמתוכנן,ךםתוךןן,ךםתוך
ךםתוך: כמתוכנן,ךםתוךןן
ךםתוךן: כמתוכנן,ךםתוךןן
ךםתן: כמתנה,ךםתןה
ךןוף: הכנופיה,הךןוףיה
ךןוףי: כנופייה,ךןוףייה
ךןוףית: לכנופיות,לךןוףיות
ךןותי: בוכנותינו,בוךןותיןו
ךןי: כנים,ךןים
ךןיע: כניעה,ךןיעה
ךןירא: כניראה,ךןיראה
ךןסה: שהכנסתי,שהךןסתי
ךןע: בהכנעה,הךןעה
ךןעדרה: כנעדרת,ךןעדרת
ךןק: כנקמה,ךןקםה
ךןקם: כנקמה,ךןקםה
ךןרא: וכנראה,וךןראה
ךסאה: כסאות,ךסאות
ךסוך: כסוכן,ךסוךן
ךסוךןה: כסוכנת,ךסוךןת
ךסי: כסימן,ךסיםן
ךסים: כסימן,ךסיםן
ךסףן: כספנו,ךסףןו
ךעבד: כעבדים,ךעבדים
ךעובד: כעובדה,ךעובדה
ךעוזרה: כעוזרת,ךעוזרת
ךעור: כעורך,ךעורך
ךעןיי: כעניין,ךעןיין
ךףיףה: כפיפות,ךףיףות
ךףיתיו: כפיתיון,ךףיתיון
ךףף: הכפפה,הךףףה
ךץו: כצוות,ךץוות
ךץוה: כצוות,ךץוות
ךקבוץ: כקבוצה,ךקבוץה
ךקורב: כקורבן,ךקורבן
ךקףט: כקפטן,ךקףטן
ךקץי: כקצין,ךקץין
ךרא: כראיה,ךראיה
ךרו: כרוך,ךרוך
ךרז: הכרזה,הךרזה
ךרחה: שהכרחת,שהךרחת
ךרטיסית: כרטיסיות,ךרטיסיות
ךרי: הכריכים,הךריךים
ךריז: הכריזה,ךריזה
ךריזםאט: כריזמטי,ךריזםאטי
ךריזםט: כריזמטי,ךריזםטי
ךריסט: לכריסטין,ךריסטי
ךריסטיא: כריסטיאן,ךריסטיאן
ךרםל: כרמלה,ךרםלה
ךרן: שהכרנו,שהךרןו
ךרץ: כרצונך,ךרץוןך,ךרץו
ךרץו: כרצונך,ךרץוןך
ךרץון: כרצונך,ךרץוןך
ךשאב: כשאביך,ךשאביך
ךשאד: כשאדם,ךשאדם
ךשאה: כשאתן,ךשאתן
ךשאי: כשאינך,ךשאיןך
ךשאיבד: כשאיבדתי,ךשאיבדתי
ךשאיבדה: כשאיבדתי,ךשאיבדתי
ךשאיש: כשאישה,ךשאישה
ךשאל: כשאלך,ךשאלך
ךשאלו: כשאלוהים,ךשאלוהים
ךשאלוה: כשאלוהים,ךשאלוהים
ךשאם: כשאמות,ךשאםות
ךשאםה: כשאמות,ךשאםות
ךשאםרה: כשאמרתי,ךשאםרתי
ךשאן: כשאנו,ךשאןו
ךשאןח: וכשאנחנו,וךשאןחןו
ךשאןחן: וכשאנחנו,וךשאןחןו
ךשאןש: כשאנשים,ךשאןשים
ךשארא: כשאראה,ךשאראה
ךשבא: כשבאת,ךשבאת
ךשבאה: כשבאת,ךשבאת
ךשבועי: כשבועיים,ךשבועיים
ךשבחור: כשבחורה,ךשבחורה
ךשביקש: כשביקשת,ךשביקשת
ךשביקשה: כשביקשת,ךשביקשת
ךשגדל: כשגדלתי,ךשגדלתי
ךשגדלה: כשגדלתי,ךשגדלתי
ךשדבר: כשדברים,ךשדברים
ךשדיבר: כשדיברתי,ךשדיברתי
ךשדיברה: כשדיברתי,ךשדיברתי
ךשדיברן: כשדיברנו,ךשדיברןו
ךשהאןש: כשהאנשים,ךשהאןשים
ךשהב: כשהבנתי,ךשהבןתי,ךשהבן
ךשהבן: כשהבנתי,ךשהבןתי
ךשהבןה: כשהבנתי,ךשהבןתי
ךשהגע: כשהגעת,ךשהגעת
ךשהגעה: כשהגעת,ךשהגעת
ךשהגען: כשהגענו,ךשהגעןו
ךשהדבר: כשהדברים,ךשהדברים
ךשההור: כשההורים,ךשההורים
ךשהז: כשהזמן,ךשהזםן
ךשהזם: כשהזמן,ךשהזםן
ךשהיי: כשהיינו,ךשהייןו
ךשהיין: כשהיינו,ךשהייןו
ךשהךר: כשהכרתי,ךשהךרתי
ךשהךרה: כשהכרתי,ךשהךרתי
ךשהל: כשהלכתי,ךשהלךתי,ךשהלך
ךשהלך: כשהלכתי,ךשהלךתי
ךשהלךה: כשהלכתי,ךשהלךתי
ךשהלךן: כשהלכנו,ךשהלךןו
ךשהםלח: כשהמלחמה,ךשהםלחםה
ךשהםלחם: כשהמלחמה,ךשהםלחםה
ךשהםשטר: כשהמשטרה,ךשהםשטרה
ךשהסתךל: כשהסתכלתי,ךשהסתךלתי
ךשהסתךלה: כשהסתכלתי,ךשהסתךלתי
ךשהעול: כשהעולם,ךשהעולם
ךשהשוטר: כשהשוטרים,ךשהשוטרים
ךשהתח: כשהתחתנו,ךשהתחתןו,ךשהתחה
ךשהתחה: כשהתחתנו,ךשהתחתןו
ךשהתחל: כשהתחלתי,ךשהתחלתי
ךשהתחלה: כשהתחלתי,ךשהתחלתי
ךשהתחלן: כשהתחלנו,ךשהתחלןו
ךשהתחתן: כשהתחתנו,ךשהתחתןו
ךשהתחתןה: כשהתחתנתי,ךשהתחתןתי
ךשהתעורר: כשהתעוררתי,ךשהתעוררתי
ךשהתעוררה: כשהתעוררתי,ךשהתעוררתי
ךשהתקשר: כשהתקשרתי,ךשהתקשרתי
ךשהתקשרה: כשהתקשרתי,ךשהתקשרתי
ךשור: כשורה,ךשורה
ךשחושב: כשחושבים,ךשחושבים
ךשחזר: וכשחזרתי,וךשחזרתי
ךשחזרה: וכשחזרתי,וךשחזרתי
ךשחזרן: כשחזרנו,ךשחזרןו
ךשחק: כשחקן,ךשחקן
ךשחשב: כשחשבתי,ךשחשבתי
ךשחשבה: כשחשבתי,ךשחשבתי
ךשיה: כשיהיה,ךשיהיה
ךשיץאה: כשיצאתי,ךשיץאתי
ךשיץאן: כשיצאנו,ךשיץאןו
ךשךול: כשכולנו,ךשךולןו
ךשךולן: כשכולנו,ךשךולןו
ךשלםד: כשלמדתי,ךשלםדתי
ךשלםדה: כשלמדתי,ךשלםדתי
ךשלםעש: כשלמעשה,ךשלםעשה
ךשלעץ: כשלעצמו,ךשלעץםו
ךשלעץם: כשלעצמו,ךשלעץםו
ךשלקח: כשלקחת,ךשלקחת
ךשלקחה: כשלקחת,ךשלקחת
ךשםיש: כשמישהו,ךשםישהו
ךשםישה: כשמישהו,ךשםישהו
ךשםסתךל: כשמסתכלים,ךשםסתךלים
ךשםץא: כשמצאת,ךשםץאת
ךשםץאה: כשמצאת,ךשםץאת
ךשםץאן: כשמצאנו,ךשםץאןו
ךשםשה: כשמשהו,ךשםשהו
ךשן: כשנהיה,ךשןהיה
ךשןולד: כשנולדת,ךשןולדת
ךשןולדה: כשנולדת,ךשןולדת
ךשןיס: כשניסה,ךשןיסה
ךשןךןס: כשנכנסנו,ךשןךןסןו
ךשןךןסה: כשנכנסת,ךשןךןסת
ךשןךןסן: כשנכנסנו,ךשןךןסןו
ךשןףגש: כשנפגשנו,ךשןףגשןו
ךשןףגשן: כשנפגשנו,ךשןףגשןו
ךשןרא: כשנראה,ךשןראה
ךשסיים: כשסיימתי,ךשסייםתי
ךשסייםה: כשסיימתי,ךשסייםתי
ךשסיףר: כשסיפרתי,ךשסיףרתי
ךשסיףרה: כשסיפרתי,ךשסיףרתי
ךשע: כשעה,ךשעה
ךשעבד: כשעבדתי,ךשעבדתי
ךשעבדה: כשעבדתי,ךשעבדתי
ךשעבר: כשעברנו,ךשעברןו
ךשעברה: כשעברתי,ךשעברתי
ךשעברן: כשעברנו,ךשעברןו
ךשעוש: כשעושים,ךשעושים
ךשעזב: כשעזבת,ךשעזבת
ךשעזבה: כשעזבת,ךשעזבת
ךשעזבן: כשעזבנו,ךשעזבןו
ךשעםד: כשעמדתי,ךשעםדתי
ךשעםדה: כשעמדתי,ךשעםדתי
ךשעשי: כשעשינו,ךשעשיןו
ךשעשין: כשעשינו,ךשעשיןו
ךשעשית: כשעשיתי,ךשעשיתי
ךשףגש: כשפגשת,ךשףגשת
ךשףגשה: כשפגשת,ךשףגשת
ךשףה: כשפות,ךשףות
ךשץר: כשצריך,ךשץריך
ךשקיבל: כשקיבלתי,ךשקיבלתי
ךשקיבלה: כשקיבלתי,ךשקיבלתי
ךשקןית: כשקניתי,ךשקןיתי
ךשקרא: כשקראתי,ךשקראתי
ךשקראה: כשקראתי,ךשקראתי
ךשרא: כשראה,ךשראה
ךשראי: כשראינו,ךשראיןו
ךשראין: כשראינו,ךשראיןו
ךשראית: כשראיתי,ךשראיתי
ךשרו: הכשרונות,ךשרון
ךשרוא: כשרואים,ךשרואים
ךשרוןה: הכשרונות,הךשרוןות
ךששאל: כששאלתי,ךששאלתי
ךששאלה: כששאלתי,ךששאלתי
ךששםע: כששמעת,ךששםעת
ךששםעה: כששמעת,ךששםעת
ךשת: כשתהיה,ךשתהיה
ךשתה: כשתהיה,ךשתהיה
ךשתחזר: כשתחזרי,ךשתחזרי
ךשתסיים: כשתסיימו,ךשתסייםו
ךשתרא: כשתראה,ךשתראה
ךשתרץ: כשתרצה,ךשתרץה
ךתו: הכתום,הךתום
ךתוץא: וכתוצאה,וךתוץאה
ךתשוב: כתשובה,ךתשובה
לבדיותך: בלבדיותכם,בלבדיותךם
לבדיותן: בלבדיותנו,בלבדיותןו
לבוליך: בלבוליכם,בלבוליךם
לבולין: בלבולינו,בלבוליןו
לבולך: בלבולכם,בלבולךם
לבולן: בלבולנו,בלבולןו
לביש: להלביש,הלביש
לבלך: בלבלכם,בלבלךם
לבם: לבמה,לבםה
לגןה: לגנות,לגןות
לגןיסט: בלגניסטי,בלגןיסט
לגןיסטית: בלגניסטיות,בלגןיסטיות
לגןך: בלגנכם,בלגןךם
לגןן: בלגננו,בלגןןו
לדוית: בלדותיכם,בלדותיךם
לדותיך: בלדותיכם,בלדותיךם
לדותין: בלדותינו,בלדותיןו
לדםה: לדמות,לדםות
לדרה: בלדרותכם,בלדרותךם,לדרות
לדרות: בלדרותכם,בלדרותךם
לדרותך: בלדרותכם,בלדרותךם
לדרותן: בלדרותנו,בלדרותןו
לדריותיך: בלדריותיכן,בלדריותיךן
לדריותין: בלדריותינו,בלדריותיןו
לדריך: בלדריכם,בלדריךם
לדרין: בלדרינו,בלדריןו
לדריתך: בלדריתכם,בלדריתךם
לדריתן: בלדריתנו,בלדריתןו
לדרן: בלדרנו,בלדרןו
לדתך: בלדתכם,בלדתךם
לדתן: בלדתנו,בלדתןו
להב: הלהבה,להבה
להוית: בלהותיכם,בלהותיךם
להותיך: בלהותיכם,בלהותיךם
להותין: בלהותינו,בלהותיןו
להת: בלהתכם,בלהתךם
להתך: בלהתכם,בלהתךם
להתן: בלהתנו,בלהתןו
לואיך: בלואיכם,בלואיךם
לואין: בלואינו,בלואיןו
לוגיך: בלוגיכם,בלוגיךם
לוגין: בלוגינו,בלוגיןו
לוגך: בלוגכם,בלוגךם
לוגן: בלוגנו,בלוגןו
לוטה: בלוטותיכם,בלוטותיךם
לוטותיך: בלוטותיכם,בלוטותיךם
לוטותין: בלוטותינו,בלוטותיןו
לוטיך: בלוטיכם,בלוטיךם
לוטין: בלוטינו,בלוטיןו
לוטך: בלוטכם,בלוטךם
לוטתך: בלוטתכם,בלוטתךם
לוטתן: בלוטתנו,בלוטתןו
לוייך: בלוייכם,בלוייךם
לוןדו: ללונדון,ללוןדון
לוןדי: הבלונדיני,הבלוןדיןי
לוןדין: בלונדיניות,בלוןדיןי
לוןדיןי: בלונדיניים,בלוןדיןיים
לוןדיןית: בלונדיניות,בלוןדיןיות
לוןיך: בלוניכם,בלוןיךם
לוןין: בלונינו,בלוןיןו
לוןך: בלונכם,בלוןךם
לוןן: בלוננו,בלוןןו
לוףיך: בלופיכם,בלוףיךם
לוףין: בלופינו,בלוףיןו
לוףך: בלופכם,בלוףךם
לוףן: בלופנו,בלוףןו
לוקיך: בלוקיכם,בלוקיךם
לוקין: בלוקינו,בלוקיןו
לוקך: בלוקכם,בלוקךם
לוקן: בלוקנו,בלוקןו
לוריותיך: בלוריותיכם,בלוריותיךם
לוריותין: בלוריותינו,בלוריותיןו
לורית: בלוריותיכם,בלוריותיךם
לוריתך: בלוריתכם,בלוריתךם
לוריתן: בלוריתנו,בלוריתןו
לות: בלותכם,בלותךם
לותי: בהלותינו,בהלותיןו
לותך: בלותכם,בלותךם
לותן: בלותנו,בלותןו
לזך: ולזכות,ולזךות
לזךה: לזכותך,לזךותך
לזן: לזנות,לזןות
לזןה: לזנות,לזןות
לחים: ללחימה,ללחיםה
לחך: ולחכות,ולחךות
לחךה: ולחכות,ולחךות
לחןה: לחנות,לחןות
לחף: לחפות,לחףות
לחףה: לחפות,לחףות
לטוית: בלטותיכם,בלטותיךם
לטותיך: בלטותיכם,בלטותיךם
לטותין: בלטותינו,בלטותיןו
לטך: בלטכם,בלטךם
לטן: בלטנו,בלטןו
לטת: בלטתכם,בלטתךם
לטתך: בלטתכם,בלטתךם
לטתן: בלטתנו,בלטתןו
ליבן: בליבנו,בליבןו
ליוית: בליותיכם,בליותיךם
ליותיך: בליותיכם,בליותיךם
ליותין: בליותינו,בליותיןו
ליטה: בליטותיכם,בליטותיךם
ליטותיך: בליטותיכם,בליטותיךם
ליטותין: בליטותינו,בליטותיןו
ליטתך: בליטתכם,בליטתךם
ליטתן: בליטתנו,בליטתןו
לייה: בלייתכם,בלייתךם
לייןה: בליינותה,בלייןות
לייןות: בליינותה,בלייןותה
לייןותך: בליינותכם,בלייןותךם
לייןותן: בליינותנו,בלייןותןו
לייתך: בלייתכם,בלייתךם
לייתן: בלייתנו,בלייתןו
ליך: בהליכה,הליךה
ליךו: ההליכון,הליךון
לילותיך: בלילותיכם,בלילותיךם
לילותין: בלילותינו,בלילותיןו
ליליך: בליליכם,בליליךם
לילין: בלילינו,בליליןו
לילן: בלילנו,בלילןו
לילתך: בלילתכם,בלילתךם
לילתן: בלילתנו,בלילתןו
ליםו: הלימון,הליםון
ליםוזין: ללימוזינה,לליםוזיןה
ליםוןד: הלימונדה,הליםוןדה
ליםותיך: בלימותיכם,בליםותיךם
ליםותין: בלימותינו,בליםותיןו
ליםף: הלימפה,הליםףה
ליםתך: בלימתכם,בליםתךם
ליםתן: בלימתנו,בליםתןו
ליסותיך: בליסותיכם,בליסותיךם
ליסותין: בליסותינו,בליסותיןו
ליסטראותיך: בליסטראותיכם,בליסטראותיךם
ליסטראותין: בליסטראותינו,בליסטראותיןו
ליסטרותיך: בליסטרותיכם,בליסטרותיךם
ליסטרותין: בליסטרותינו,בליסטרותיןו
ליסטרתך: בליסטרתכם,בליסטרתךם
ליסטרתן: בליסטרתנו,בליסטרתןו
ליסתך: בליסתכם,בליסתךם
ליסתן: בליסתנו,בליסתןו
ליעה: בליעותיכם,בליעותיךם
ליעותיך: בליעותיכם,בליעותיךם
ליעותין: בליעותינו,בליעותיןו
ליעתך: בליעתכם,בליעתךם
ליעתן: בליעתנו,בליעתןו
ליף: ליפות,ליףה
ליץ: לליצן,לליץן
לךי: לכיתה,לךיתה
לךיה: לכיתה,לךיתה
לךלו: הלכלוך,הלךלוך
לךןה: לכנות,לךןות
לךסה: לכסות,לךסות
לךףה: לכפות,לךףות
לךר: לכרות,לךרות
לךרה: לכרות,לךרות
ללך: וללכת,וללךת
ללךה: וללכת,וללךת
ללן: בללנו,בללןו
לםו: למותך,לםותך
לםוה: למותך,לםותך
לםוך: בלמוכם,בלםוךם
לםט: ולמטה,ולםטה
לםיך: בלמיכם,בלםיךם
לםל: למלך,לםלך
לםן: למנכ,לםןך
לםןוך: בלמנוכם,בלםןוךם
לםע: ולמען,ולםען
לםף: למפה,לםףה
לםץ: למצות,לםץות
לםץה: למצות,לםץות
לםרה: למרתה,לםרתה
לםש: למשך,לםשך
לםתיך: בלמתיכם,בלםתיךם
לםתך: בלמתכם,בלםתךם
לןדריך: בלנדריכם,בלןדריךם
לןדרין: בלנדרינו,בלןדריןו
לןדרך: בלנדרכם,בלןדרךם
לןדרן: בלנדרנו,בלןדרןו
לןחית: לנחיתה,לןחיתה
לןיה: בלניותיכם,בלןיותיךם
לןיותיך: בלניותיכם,בלןיותיךם
לןיותין: בלניותינו,בלןיותיןו
לןיך: בלניכם,בלןיךם
לןיתך: בלניתכם,בלןיתךם
לןיתן: בלניתנו,בלןיתןו
לןך: לנכים,לןךים
לןן: בלננו,בלןןו
לןש: לנשים,לןשים
לסן: בלסנו,בלסןו
לעדיותך: בלעדיותכם,בלעדיותךם
לעדיותן: בלעדיותנו,בלעדיותןו
לעדיך: בלעדיכם,בלעדיךם
לעדין: בלעדינו,בלעדיןו
לעוך: בלעוכם,בלעוךם
לעך: בלעכם,בלעךם
לען: ולענות,ולעןות
לעןוך: בלענוכם,בלעןוךם
לעתיך: בלעתיכם,בלעתיךם
לעתך: בלעתכם,בלעתךם
לעתן: בלעתנו,בלעתןו
לףד: לפדות,לףדות
לףדה: לפדות,לףדות
לףחה: ולפחות,ולףחות
לףך: בלפכם,בלףךם
לףן: לפניו,לףןיו
לףע: לפעם,לףעם
לףר: לפרות,לףרות
לףתה: לפתות,לףתות
לץוה: ולצוות,ולץוות
לץר: לצרה,לץרה
לקף: לקפה,לקףה
לקץ: לקצו,לקץו
לריןותיך: בלרינותיכם,בלריןותיךם
לריןותין: בלרינותינו,בלריןותיןו
לריןתך: בלרינתכם,בלריןתךם
לריןתן: בלרינתנו,בלריןתןו
לרם: לרמה,לרםה
לרץ: לרצות,לרץות
לרץה: לרצות,לרץות
לשיותיך: בלשיותיכם,בלשיותיךם
לשיותין: בלשיותינו,בלשיותיןו
לשיך: בלשיכם,בלשיךם
לשין: בלשינו,בלשיןו
לשיתך: בלשיתכם,בלשיתךם
לשיתן: בלשיתנו,בלשיתןו
לשך: לשכת,לשךה
לשן: לשנים,לשןים
לשןותך: בלשנותכם,בלשןותךם
לשןותן: בלשנותנו,בלשןותןו
לשןיותיך: בלשניותיכם,בלשןיותיךם
לשןיותין: בלשניותינו,בלשןיותיןו
לשןיך: בלשניכם,בלשןיךם
לשןין: בלשנינו,בלשןיןו
לשןית: בלשניותיה,בלשןיותיה
לשןיתך: בלשניתכם,בלשןיתךם
לשןיתן: בלשניתנו,בלשןיתןו
לשןך: בלשנכם,בלשןךם
לשןן: בלשננו,בלשןןו
לתך: בלתכם,בלתךם
לתן: בלתנו,בלתןו
םאבד: מאבדת,םאבדת
םאבדה: מאבדת,םאבדת
םאדא: מאדאם,םאדאם
םאו: מאותה,םאותה
םאוב: מאובנים,םאובןים
םאובד: מאובדן,םאובדן
םאובטחה: מאובטחת,םאובטחת
םאוה: מאותה,םאותה
םאוהבה: מאוהבת,םאוהבת
םאוז: מאוזנים,םאוזןים
םאוזןה: מאוזנת,םאוזןת
םאוחדה: המאוחדת,הםאוחדת
םאוחס: מאוחסנים,םאוחסן
םאוחרה: המאוחרת,הםאוחרת
םאוייםה: מאויימת,םאוייםת
םאויםה: מאוימת,םאויםת
םאוךזבה: מאוכזבת,םאוךזבת
םאול: מאולם,םאולם
םאום: מאומנים,םאוםןים
םאוםןה: מאומנת,םאוםןת
םאוםץה: מאומצת,םאוםץת
םאון: מאוננים,םאוןןים
םאוןט: מאונטיין,םאוןטיין
םאוןטיי: מאונטיין,םאוןטיין
םאוןיברסיט: מאוניברסיטת,םאוןיברסיטת
םאוןיברסיטה: מאוניברסיטת,םאוןיברסיטת
םאוסטרל: מאוסטרליה,םאוסטרליה
םאורג: המאורגן,הםאורגן
םאורגןה: מאורגנת,םאורגןת
םאורסה: מאורסת,םאורסת
םאורעה: מאורעות,םאורעות
םאושףזה: מאושפזת,םאושףזת
םאושרה: מאושרות,םאושרות
םאזי: מאזינים,םאזיןים
םאזןי: המאזניים,הםאזןיים
םאחה: מאחותך,םאחותך
םאחורין: מאחורינו,םאחוריןו
םאחות: מאחותך,םאחותך
םאחס: מאחסן,םאחסן
םאחרה: מאחרות,םאחרות
םאטוב: מאטובו,םאטובו
םאטלןט: מאטלנטה,םאטלןטה
םאיד: מאידך,םאידך
םאיותי: במאיותינו,בםאיותיןו
םאיותיך: במאיותיכם,בםאיותיךם
םאיותין: במאיותינו,בםאיותיןו
םאיז: מאיזון,םאיזון
םאיזוש: מאיזושהי,םאיזושהי
םאיזושה: מאיזושהי,םאיזושהי
םאיטל: מאיטליה,םאיטליה
םאיףש: מאיפשהו,םאיףשהו
םאיףשה: מאיפשהו,םאיףשהו
םאירוע: מאירועי,םאירועי
םאירוף: מאירופה,םאירוףה
םאיתך: במאיתכם,בםאיתךם
םאיתן: מאיתנו,םאיתןו
םאך: במאכם,בםאךם
םאךזבה: מאכזבת,םאךזבת
םאלוה: מאלוהים,םאלוהים
םאםי: המאמינים,הםאםיןים
םאםןה: המאמנת,הםאםןת
םאםץין: מאמצינו,םאםץיןו
םאםריק: מאמריקה,םאםריקה
םאן: מאניון,םאןיון
םאןגל: מאנגליה,םאןגליה
םאןיו: מאניון,םאןיון
םאןש: מאנשיך,םאןשיך
םאןשין: מאנשינו,םאןשיןו
םאסיב: מסיבי,םאסיבי
םאסם: מאסמונה,םאסםוןה,םאסםו
םאסםו: מאסמונה,םאסםוןה
םאסםון: מאסמונה,םאסםוןה
םאףגןיסט: מאפגניסטן,םאףגןיסטן
םאףי: במאפייה,בםאףייה
םאףיי: המאפיינים,הםאףייןים
םאףר: מאפרה,םאףרה
םאףריק: מאפריקה,םאףריקה
םאףשרה: מאפשרות,םאףשרות
םאקי: מאקינו,םאקיןו
םאקין: מאקינו,םאקיןו
םארגו: מארגון,םארגון
םארו: מארון,םארון
םארוח: מארוחת,םארוחת
םארוחה: מארוחת,םארוחת
םארחה: מארחת,םארחת
םארל: מארלו,םארלו
םארץה: מארצות,םארץות
םאשם: מאשמה,םאשםה
םאשר: מאשרת,םאשרת
םאשרה: מאשרת,םאשרת
םאתגרה: מאתגרת,םאתגרת
םאתן: מאתנו,םאתןו
םבאסה: מבאסת,םבאסת
םבדיק: מבדיקת,םבדיקת
םבדיקה: מבדיקת,םבדיקת
םבו: המבוך,הםבוך
םבואסה: מבואסת,םבואסת
םבוגרה: מבוגרת,םבוגרת
םבודדה: מבודדת,םבודדת
םבוהלה: מבוהלת,םבוהלת
םבוטלה: מבוטלת,םבוטלת
םבולבלה: מבולבלת,םבולבלת
םבולג: מבולגן,םבולגן
םבוסט: מבוסטון,םבוסטון
םבוסטו: מבוסטון,םבוסטון
םבוססה: מבוססות,םבוססות
םבוע: מבועת,םבועת
םבועה: מבועת,םבועת
םבועתה: מבועתת,םבועתת
םבוק: הבמבוק,בםבוק
םבוקרה: מבוקרת,םבוקרת
םבור: המבורך,הםבורך
םבורג: למבורגיני,םבורגין
םבורגי: למבורגיני,לםבורגיןי
םבורגר: ההמבורגרים,ההםבורגרים
םבורךה: מבורכת,םבורךת
םבוש: מבושה,םבושה
םבושלה: מבושלת,םבושלת
םבז: מבזה,םבזה
םבח: למבחן,לםבחן
םבחי: מבחינה,םבחיןה
םבחין: מבחינתו,םבחיןתו
םבחיןתן: מבחינתנו,םבחיןתןו
םבחיר: מבחירה,םבחירה
םבטלה: מבטלת,םבטלת
םבי: מביתו,םביתו
םביא: מביאות,םביאות
םביה: מביתו,םביתו
